run,R,F,T,epsilon0,epsilon_r,epsilon_s,C_tot,lambda_D,L_Au,L_gap,L_Pd_len,out_of_plane_width,Cdl_Au,Cdl_C,Cdl_Pd,g_Au,g_C,g_Pd,pzc_Au,pzc_C,pzc_Pd,it0_1,it0_2,alpha1,alpha2,z_R1,z_O2,E1_eq,E2_eq,pH,pH_ref,E1_eq_pH_slope_V_per_pH,E2_eq_pH_slope_V_per_pH,it0_1_pH_order,it0_2_pH_order,N_modes,Nx,xtol,max_bracket_expands,use_edl,use_affine_phi2,use_closed_form_when_affine,do_self_checks,do_convergence_check,dh_warn_threshold,dh_violation_action,do_ofat,do_heatmaps,do_sensitivities,ofat_n,ofat_L_gap_n,heatmap_nx,heatmap_ny,scan_mode,heatmap_mode,sensitivity_mode,ofat_pH_min,ofat_pH_max,ofat_C_tot_min,ofat_C_tot_max,heatmap_C_tot_min,heatmap_C_tot_max,heatmap_L_min,heatmap_L_max,heatmap_Cdl_C_min,heatmap_Cdl_C_max,heatmap_pzc_C_offsets,ofat_L_gap_min,ofat_L_gap_max,mode,E_mix,i_mix,i_mix_norm_A_per_m2,i_mix_phys_A_per_m,i_mix_abs_A,residual,residual_norm_A_per_m2,residual_phys_A_per_m,residual_abs_A,converged,method,iterations,out_of_plane_width_m,a1,b1,a2,b2,max_abs_phi_tilde,debye_huckel_ok,delta_pH,E1_eq_eff,E2_eq_eff,it0_1_eff,it0_2_eff,use_edl_case,C_tot_M,phi2_1_meanV,phi2_2_meanV,scan_param,scan_value,scan_value_M,Cdl_Au_uF_per_cm2,Cdl_Pd_uF_per_cm2,L_Au_nm,L_Pd_len_nm,pzc_Au_V,pzc_Pd_V
ofat_compare:pH:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,10.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.3013324599547979,0.0022701004495222087,0.0022701004495222087,6.9038700969541116e-12,6.9038700969541116e-12,4.0332320816460765e-17,4.0332320816460765e-17,1.226593755726223e-25,1.226593755726223e-25,True,brentq,19,1.0,0.4910012319373047,-0.24931004846041058,0.6184771087435317,-0.22942835316725485,4.127784024805491,False,3.0,0.1,0.6566204999527561,8.85e-05,3.8779999999999975e-07,with_edl_FULL,0.01,,,pH,10.0,,,,,,,
ofat_compare:pH:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,10.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.2122503881205972,0.0028479191867041283,0.0028479191867041283,8.661142777081395e-12,8.661142777081395e-12,-1.951563910473908e-17,-1.951563910473908e-17,-5.935131076094628e-26,-5.935131076094628e-26,True,brentq,14,1.0,0.0,0.0,0.0,0.0,0.0,True,3.0,0.1,0.6566204999527561,8.85e-05,3.8779999999999975e-07,without_edl,0.01,,,pH,10.0,,,,,,,
ofat_compare:pH:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,11.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.24746906915303465,0.00047680431192193186,0.00047680431192193186,1.4500658029777647e-12,1.4500658029777647e-12,5.349396056328337e-13,5.349396056328337e-13,1.6268678981946589e-21,1.6268678981946589e-21,True,brentq,17,1.0,0.4910012319373047,-0.24931004846041058,0.6184771087435317,-0.22942835316725485,5.178619376811328,False,4.0,0.1,0.597493999937008,8.85e-05,3.877999999999997e-08,with_edl_FULL,0.01,,,pH,11.0,,,,,,,
ofat_compare:pH:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,11.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.11914314098006151,0.00046469857395424095,0.00046469857395424095,1.413249616110662e-12,1.413249616110662e-12,1.684557983556989e-13,1.684557983556989e-13,5.123107874681135e-22,5.123107874681135e-22,True,brentq,15,1.0,0.0,0.0,0.0,0.0,0.0,True,4.0,0.1,0.597493999937008,8.85e-05,3.877999999999997e-08,without_edl,0.01,,,pH,11.0,,,,,,,
ofat_compare:pH:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,12.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.19360279321266582,0.0001001834166335218,0.0001001834166335218,3.0467959884878203e-13,3.0467959884878203e-13,3.876022766635678e-18,3.876022766635678e-18,1.1787829776132386e-26,1.1787829776132386e-26,True,brentq,17,1.0,0.4910012319373047,-0.24931004846041058,0.6184771087435317,-0.22942835316725485,6.229511015760803,False,5.0,0.1,0.53836749992126,8.85e-05,3.877999999999993e-09,with_edl_FULL,0.01,,,pH,12.0,,,,,,,
ofat_compare:pH:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,12.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.026035893820760065,7.582545374333803e-05,7.582545374333803e-05,2.3060172636712537e-13,2.3060172636712537e-13,6.765272478510831e-15,6.765272478510831e-15,2.0574667685726395e-23,2.0574667685726395e-23,True,brentq,14,1.0,0.0,0.0,0.0,0.0,0.0,True,5.0,0.1,0.53836749992126,8.85e-05,3.877999999999993e-09,without_edl,0.01,,,pH,12.0,,,,,,,
ofat_compare:pH:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,13.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.13973286229323828,2.105768583669324e-05,2.105768583669324e-05,6.404101086786658e-14,6.404101086786658e-14,-5.622730064750239e-15,-5.622730064750239e-15,-1.7099947258036198e-23,-1.7099947258036198e-23,True,brentq,16,1.0,0.4910012319373047,-0.24931004846041058,0.6184771087435317,-0.22942835316725485,7.2804739606779965,False,6.0,0.1,0.47924099990551206,8.85e-05,3.877999999999995e-10,with_edl_FULL,0.01,,,pH,13.0,,,,,,,
ofat_compare:pH:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,13.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,-0.06707135333306011,1.2372535140516469e-05,1.2372535140516469e-05,3.762757520183907e-14,3.762757520183907e-14,2.032540260231419e-17,2.032540260231419e-17,6.181397799564526e-26,6.181397799564526e-26,True,brentq,14,1.0,0.0,0.0,0.0,0.0,0.0,True,6.0,0.1,0.47924099990551206,8.85e-05,3.877999999999995e-10,without_edl,0.01,,,pH,13.0,,,,,,,
ofat_compare:pH:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,14.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.08585854370373462,4.427758306280674e-06,4.427758306280674e-06,1.3465777769307593e-14,1.3465777769307593e-14,-7.030373462210693e-20,-7.030373462210693e-20,-2.1380897539750613e-28,-2.1380897539750613e-28,True,brentq,14,1.0,0.4910012319373047,-0.24931004846041058,0.6184771087435317,-0.22942835316725485,8.331522505828675,False,7.0,0.1,0.42011449988976407,8.85e-05,3.8779999999999975e-11,with_edl_FULL,0.01,,,pH,14.0,,,,,,,
ofat_compare:pH:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,14.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,-0.16017860048434446,2.018842199468182e-06,2.018842199468182e-06,6.139739012126518e-15,6.139739012126518e-15,-3.8116482626443515e-20,-3.8116482626443515e-20,-1.159205288299732e-28,-1.159205288299732e-28,True,brentq,16,1.0,0.0,0.0,0.0,0.0,0.0,True,7.0,0.1,0.42011449988976407,8.85e-05,3.8779999999999975e-11,without_edl,0.01,,,pH,14.0,,,,,,,
ofat_compare:C_tot:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,10.063683869224697,4.375514725749868,16.495690516077,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.45435139697165283,0.016938400997642947,0.016938400997642947,5.151336812538735e-10,5.151336812538735e-10,-2.409051430563025e-11,-2.409051430563025e-11,-7.326450306192004e-19,-7.326450306192004e-19,True,brentq,17,1.0,0.9025993227897563,-0.44341381776315647,0.9396971352395931,-0.3499002633657368,3.0457086210025484,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.0001,,,C_tot,0.1,0.0001,,,,,,
ofat_compare:C_tot:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,10.063683869224697,4.375514725749868,16.495690516077,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.49157212957749513,0.06555361211259984,0.06555361211259984,1.993628178465674e-09,1.993628178465674e-09,7.0887740122316245e-12,7.0887740122316245e-12,2.1558506337202743e-19,2.1558506337202743e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.0001,,,C_tot,0.1,0.0001,,,,,,
ofat_compare:C_tot:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.22758459260747887,2.0159330636734914e-08,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,6.670917308355153,2.9003988297196317,10.934503588043011,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4552231867307398,0.025926167780042413,0.025926167780042413,5.226541884213386e-10,5.226541884213386e-10,4.4677761490419243e-11,4.4677761490419243e-11,9.00673765994544e-19,9.00673765994544e-19,True,brentq,17,1.0,0.8598930519025678,-0.42482854115141716,0.9122298549260143,-0.33932018020880633,2.9984574570814253,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.00022758459260747887,,,C_tot,0.22758459260747887,0.00022758459260747887,,,,,,
ofat_compare:C_tot:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.22758459260747887,2.0159330636734914e-08,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,6.670917308355153,2.9003988297196317,10.934503588043011,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4915721295774951,0.09889357014824826,0.09889357014824826,1.9936281784656743e-09,1.9936281784656743e-09,1.0693987362309088e-11,1.0693987362309088e-11,2.155836270618536e-19,2.155836270618536e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.00022758459260747887,,,C_tot,0.22758459260747887,0.00022758459260747887,,,,,,
ofat_compare:C_tot:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.5179474679231212,1.3363021873202944e-08,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,4.421953065417656,1.9225882893120243,7.248157850706332,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.45633807534628534,0.04029412088854134,0.04029412088854134,5.384512187950616e-10,5.384512187950616e-10,-1.4988704721830004e-13,-1.4988704721830004e-13,-2.002943890487946e-21,-2.002943890487946e-21,True,brentq,12,1.0,0.8030289066692367,-0.3993276149662023,0.8740311807072954,-0.32477760205884504,2.918905317905704,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.0005179474679231212,,,C_tot,0.5179474679231212,0.0005179474679231212,,,,,,
ofat_compare:C_tot:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.5179474679231212,1.3363021873202944e-08,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,4.421953065417656,1.9225882893120243,7.248157850706332,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4915721295774951,0.14918992106594728,0.14918992106594728,1.9936281784656743e-09,1.9936281784656743e-09,1.6132872815433075e-11,1.6132872815433075e-11,2.1558393231023334e-19,2.1558393231023334e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.0005179474679231212,,,C_tot,0.5179474679231212,0.0005179474679231212,,,,,,
ofat_compare:C_tot:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,1.1787686347935873,8.857950534245633e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,2.931181426618217,1.2744267072253117,4.804588686239425,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4577218137931663,0.0640827174342758,0.0640827174342758,5.676415411328552e-10,5.676415411328552e-10,8.021680542036336e-12,8.021680542036336e-12,7.105564944287856e-20,7.105564944287856e-20,True,brentq,16,1.0,0.731180282573555,-0.3660791220835799,0.8225213715834656,-0.3053781716097645,2.795917486874183,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.0011787686347935872,,,C_tot,1.1787686347935873,0.0011787686347935872,,,,,,
ofat_compare:C_tot:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,1.1787686347935873,8.857950534245633e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,2.931181426618217,1.2744267072253117,4.804588686239425,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4915721295774951,0.22506652873688202,0.22506652873688202,1.9936281784656743e-09,1.9936281784656743e-09,2.4337865056622832e-11,2.4337865056622832e-11,2.1558360478071034e-19,2.1558360478071034e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.0011787686347935872,,,C_tot,1.1787686347935873,0.0011787686347935872,,,,,,
ofat_compare:C_tot:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,2.682695795279726,5.871672471365626e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.9429931590511118,0.8447796343700485,3.184819221575083,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.45941078278008524,0.10492701397775069,0.10492701397775069,6.16097059475755e-10,6.16097059475755e-10,-1.6279409764674568e-10,-1.6279409764674568e-10,-9.558736216532043e-19,-9.558736216532043e-19,True,brentq,17,1.0,0.6457218067191367,-0.32534628465120746,0.7558447157563692,-0.28046875130059024,2.621219704853212,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.002682695795279726,,,C_tot,2.682695795279726,0.002682695795279726,,,,,,
ofat_compare:C_tot:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,2.682695795279726,5.871672471365626e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.9429931590511118,0.8447796343700485,3.184819221575083,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4915721295774951,0.33953327406935535,0.33953327406935535,1.9936281784656743e-09,1.9936281784656743e-09,3.6715852580471164e-11,3.6715852580471164e-11,2.1558346085947112e-19,2.1558346085947112e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.002682695795279726,,,C_tot,2.682695795279726,0.002682695795279726,,,,,,
ofat_compare:C_tot:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,6.105402296585329,3.892157387615062e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.2879524896809258,0.5599793433395329,2.111122124390039,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.46146724023712615,0.17711269340170652,0.17711269340170652,6.893504780638535e-10,6.893504780638535e-10,2.484971395322333e-10,2.484971395322333e-10,9.671899774315928e-19,9.671899774315928e-19,True,brentq,17,1.0,0.5504656108725129,-0.27880626810760073,0.6739291826612192,-0.2500102781599844,2.391796237378033,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.0061054022965853294,,,C_tot,6.105402296585329,0.0061054022965853294,,,,,,
ofat_compare:C_tot:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,6.105402296585329,3.892157387615062e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.2879524896809258,0.5599793433395329,2.111122124390039,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4915721295774951,0.5122167425216274,0.5122167425216274,1.9936281784656743e-09,1.9936281784656743e-09,5.5389248743153985e-11,5.5389248743153985e-11,2.1558367369011508e-19,2.1558367369011508e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.0061054022965853294,,,C_tot,6.105402296585329,0.0061054022965853294,,,,,,
ofat_compare:C_tot:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,13.894954943731374,2.5799955981610125e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,0.8537454740630197,0.37119368437522593,1.3994001900946018,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.46397792432616985,0.3065329670755824,0.3065329670755824,7.908537057462372e-10,7.908537057462372e-10,3.23874815855163e-10,3.23874815855163e-10,8.3559559926152895e-19,8.3559559926152895e-19,True,brentq,15,1.0,0.4513186933339001,-0.2294840091869898,0.5795366660527166,-0.21498187855971052,2.1132714488566897,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.013894954943731374,,,C_tot,13.894954943731374,0.013894954943731374,,,,,,
